date,actual_volatility,forecasted_volatility,model
2024-12-11,0.32886197717621773,0.30872825,lstm
2024-12-12,0.3332697549328544,0.30928957,lstm
2024-12-13,0.3245829692450161,0.31077197,lstm
2024-12-16,0.328011548216833,0.3138138,lstm
2024-12-17,0.32321055752585737,0.31939396,lstm
2024-12-18,0.3241806886625899,0.3206319,lstm
2024-12-19,0.3403607556357293,0.32736367,lstm
2024-12-20,0.3535675469431848,0.33512303,lstm
2024-12-23,0.37684428455595326,0.33406505,lstm
2024-12-24,0.37191873423114474,0.36874208,lstm
2024-12-27,0.3846581990383393,0.37603685,lstm
2024-12-30,0.39470108661389636,0.37141326,lstm
2024-12-31,0.3978958279482204,0.38785058,lstm
2025-01-02,0.4022955341179902,0.40668124,lstm
2025-01-03,0.4157762518715997,0.41850695,lstm
2025-01-06,0.41078050750963013,0.4591229,lstm
2025-01-07,0.42159233790969697,0.44171137,lstm
2025-01-08,0.4273188792265111,0.43103683,lstm
2025-01-09,0.4411001670923894,0.39211068,lstm
2025-01-10,0.44213368721296326,0.42546493,lstm
2025-01-13,0.4459907492934714,0.44004044,lstm
2025-01-14,0.45147086283770144,0.44687703,lstm
2025-01-15,0.4594258035803649,0.45835537,lstm
2025-01-16,0.46462015251538424,0.4670885,lstm
2025-01-17,0.46454463445742566,0.4784684,lstm
2025-01-20,0.46123232851810075,0.48174325,lstm
2025-01-21,0.44914181155408556,0.4821718,lstm
2025-01-22,0.45180064108001455,0.47741076,lstm
2025-01-23,0.4558388504327969,0.47765452,lstm
2025-01-24,0.46090358435270407,0.47068927,lstm
2025-01-27,0.48766247943395874,0.46506634,lstm
2025-01-28,0.5074611370429568,0.46815956,lstm
2025-01-29,0.5147084709986112,0.48595297,lstm
2025-01-30,0.5260491311008655,0.4927211,lstm
2025-01-31,0.5271090876364104,0.505972,lstm
2025-02-03,0.5282750064843602,0.5138142,lstm
2025-02-04,0.5247353074158684,0.52218145,lstm
2025-02-05,0.5170229275828486,0.5318574,lstm
2025-02-06,0.5002736114723451,0.5285763,lstm
2025-02-07,0.49526008554175177,0.5244962,lstm
2025-02-10,0.4901194920354414,0.51553226,lstm
2025-02-11,0.49072422341203714,0.5076501,lstm
2025-02-12,0.4968711951067707,0.4950531,lstm
2025-02-13,0.493796626573569,0.4949071,lstm
2025-02-14,0.47712175917512845,0.48341435,lstm
2025-02-17,0.49824849033754914,0.475696,lstm
2025-02-18,0.48457799409473185,0.46679682,lstm
2025-02-19,0.4798383494212869,0.4646245,lstm
2025-02-20,0.4731986912913434,0.458679,lstm
2025-02-21,0.4673138541533849,0.4525011,lstm
2025-02-24,0.4600967101299155,0.4457771,lstm
2025-02-25,0.4673812150396047,0.4404321,lstm
2025-02-26,0.46176254745436796,0.43594107,lstm
2025-02-27,0.45601534457504583,0.43468422,lstm
2025-02-28,0.4690607740350526,0.43298042,lstm
2025-03-03,0.4771245925094836,0.43349704,lstm
2025-03-04,0.4809627422049056,0.4311538,lstm
2025-03-05,0.48783524510809884,0.43335134,lstm
2025-03-06,0.5012931477060973,0.44199973,lstm
2025-03-07,0.4962689739363368,0.44411057,lstm
2025-03-10,0.48053235921057774,0.4467267,lstm
2025-03-11,0.46618634257215713,0.44719505,lstm
2025-03-12,0.4647875643851149,0.44669643,lstm
2025-03-13,0.46307140360234955,0.44447395,lstm
2025-03-14,0.45955612306816196,0.4387626,lstm
2025-03-17,0.45958141760862603,0.43465987,lstm
2025-03-18,0.45145946827790684,0.43244928,lstm
2025-03-19,0.4520164276220874,0.4297666,lstm
2025-03-20,0.45086941191098395,0.42696473,lstm
2025-03-21,0.4607820637977344,0.42361006,lstm
2025-03-24,0.46301075424045807,0.4270013,lstm
2025-03-25,0.4589389136145871,0.42731062,lstm
