Date,open,high,low,close,volume,log_return,simple_return,volatility_30d,volatility_90d,momentum_5d,momentum_20d,risk_free_rate
2012-01-05,2.53999996185303,2.53999996185303,2.53999996185303,2.53999996185303,228608,0.04839649431693273,0.049586728006575376,,,,,0.22219999313354488
2012-01-06,2.57999992370605,2.57999992370605,2.57999992370605,2.57999992370605,85250,0.015625303350274018,0.015748016714078217,,,,,0.2147999954223633
2012-01-09,2.70000004768372,2.70000004768372,2.70000004768372,2.70000004768372,100000,0.0454624213086931,0.0465116773357479,,,,,
2012-01-17,2.82999992370605,2.82999992370605,2.82999992370605,2.82999992370605,154900,0.047024894025232584,0.04814810138016634,,,,,
2012-01-18,2.97000002861023,2.97000002861023,2.92000007629395,2.97000002861023,328000,0.04828527775152939,0.04947000306658733,,,0.2272727004036148,,0.2220000076293945
2012-01-19,3.0,3.0,3.0,3.0,319060,0.0100503262204274,0.01010100037063233,,,0.1811023799431013,,0.20889999389648442
2012-01-20,2.86999988555908,2.97000002861023,2.84999990463257,2.97000002861023,661000,-0.010050326220427473,-0.009999990463256725,,,0.1511628358282906,,0.19870000839233398
2012-01-23,2.84999990463257,2.97000002861023,2.82999992370605,2.97000002861023,416000,0.0,0.0,,,0.09999999116968095,,
2012-01-24,2.82999992370605,3.10999989509583,2.82999992370605,3.10999989509583,1013704,0.046060730012215605,0.047138001729619905,,,0.09893992188632428,,0.1867000007629395
2012-01-25,2.96000003814697,3.22000002861023,2.96000003814697,3.22000002861023,884200,0.034758675981583616,0.03536981904335734,,,0.08417508336421942,,0.1890999984741211
2012-01-26,3.10999989509583,3.22000002861023,3.05999994277954,3.22000002861023,1655012,0.0,0.0,,,0.07333334287007665,,0.18309999465942378
2012-01-27,3.10999989509583,3.22000002861023,3.05999994277954,3.22000002861023,3321043,0.0,0.0,,,0.08417508336421942,,0.18569999694824219
2012-01-31,3.05999994277954,3.22000002861023,3.05999994277954,3.22000002861023,1638000,0.0,0.0,,,0.08417508336421942,,0.1939999961853027
2012-02-01,3.29999995231628,3.29999995231628,3.05999994277954,3.20000004768372,4233700,-0.00623054373463829,-0.0062111741455922465,,,0.02893895679218872,,0.19440000534057622
2012-02-02,3.03999996185303,3.17000007629395,3.03999996185303,3.17000007629395,2080900,-0.009419212750162016,-0.009374990919604698,,,-0.015527935363982004,,0.1854999923706055
2012-02-03,3.03999996185303,3.15000009536743,3.01999998092651,3.15000009536743,3132057,-0.006329128843765322,-0.0063091420962684275,,,-0.02173910950957736,,0.17979999542236333
2012-02-07,3.0,3.0,3.0,3.0,211123,-0.048790194444806076,-0.047619076452736775,,,-0.06832298964456318,,0.1776000022888184
2012-02-09,2.99000000953674,2.99000000953674,2.99000000953674,2.99000000953674,718827,-0.0033388980759694316,-0.0033333301544199445,,,-0.0714285767173608,,0.1815999984741211
