Date,Open,High,Low,Close,Change_Pct,Volume
2010-03-05,22928.28,22928.28,22813.64,22923.91,-0.03,0
2010-03-08,22923.29,23060.57,22883.47,23047.31,0.54,0
2010-03-09,23044.11,23221.69,23029.5,23196.2,0.65,0
2010-03-10,23199.88,23423.38,23172.37,23412.41,0.93,0
2010-03-11,23413.91,23676.61,23393.9,23666.33,1.08,0
2010-03-12,23675.14,24171.74,23654.36,24141.72,2.01,0
2010-03-15,24171.99,24409.86,24117.39,24380.09,0.99,0
2010-03-16,24410.59,24520.15,24375.1,24447.85,0.28,0
2010-03-17,24412.84,24532.41,24389.31,24504.58,0.23,0
2010-03-18,24472.68,24504.58,24206.62,24262.34,-0.99,0
2010-03-19,24251.13,24517.88,24118.19,24517.88,1.05,0
2010-03-22,24517.19,24715.91,24462.27,24673.55,0.63,0
2010-03-23,24673.61,25005.63,24670.11,25005.63,1.35,0
2010-03-24,25005.55,25126.24,24920.1,25015.71,0.04,0
2010-03-25,25016.02,25126.2,24944.17,25126.2,0.44,0
2010-03-26,25128.23,25358.22,25086.57,25322.87,0.78,0
2010-03-29,25321.9,25836.29,25321.9,25836.29,2.03,0
2010-03-30,25830.69,26434.02,25830.69,26411.97,2.23,0
2010-03-31,26409.94,26464.85,25966.25,25966.25,-1.69,0
2010-04-01,25966.76,26303.86,25753.42,26219.74,0.98,0
2010-04-06,26218.44,26815.37,26217.76,26716.7,1.9,0
2010-04-07,26722.01,27236.49,26690.81,27216.03,1.87,0
2010-04-08,27228.52,27699.74,27228.52,27489.72,1.01,0
2010-04-09,27749.25,27849.74,27502.46,27700.11,0.77,0
2010-04-12,27712.53,27956.58,27712.53,27941.91,0.87,0
2010-04-13,27941.91,28020.44,27545.16,27590.95,-1.26,0
2010-04-14,27549.41,27578.34,27146.07,27254.61,-1.22,0
2010-04-15,27289.09,27476.11,27045.86,27376.91,0.45,0
2010-04-16,27376.91,28110.34,27364.99,27988.71,2.23,0
2010-04-19,28054.1,28426.93,28029.78,28029.78,0.15,0
2010-04-21,27739.99,27760.56,27515.02,27515.02,-1.84,0
2010-04-22,27641.78,27728.89,27486.62,27486.62,-0.1,0
2010-04-23,27619.31,27693.77,27400.21,27400.21,-0.31,0
2010-04-26,27495.44,27521.26,26952.11,26952.11,-1.64,0
2010-04-27,26945.22,26952.1,26225.04,26263.67,-2.55,0
2010-04-28,25743.24,26274.7,25450.42,25607.3,-2.5,0
2010-04-29,25606.98,25819.96,25359.33,25789.53,0.71,0
2010-04-30,25752.42,26543.79,25735.27,26453.2,2.57,0
2010-05-04,26430.04,26851.91,26429.72,26837.03,1.45,0
2010-05-05,26868.01,27255.69,26837.03,27095.2,0.96,0
2010-05-07,27130.21,27509.13,27109.56,27503.36,1.51,0
2010-05-10,27508.84,27756.22,27477.46,27714.39,0.77,0
2010-05-11,27722.66,27847.96,27670.73,27686.29,-0.1,0
2010-05-12,27711.38,27909.12,27651.9,27816.29,0.47,0
2010-05-13,27823.18,27913.71,27754.98,27859.99,0.16,0
2010-05-14,27886.7,27896.28,27715.15,27753.13,-0.38,0
2010-05-17,27803.72,27820.05,27383.91,27383.91,-1.33,0
2010-05-18,27381.96,27576.34,27380.66,27437.25,0.19,0
2010-05-19,27430.04,27474.45,27359.68,27424.47,-0.05,0
2010-05-20,27437.5,27558.76,27227.26,27227.26,-0.72,0
2010-05-21,27442.35,27442.6,26784.9,26784.9,-1.62,0
2010-05-24,26989.39,27030.56,26400.62,26400.62,-1.43,0
2010-05-25,26584.45,26610.85,25908.12,25908.12,-1.87,0
2010-05-26,26112.72,26114.66,25573.66,25573.66,-1.29,0
2010-05-27,25751.8,26063.22,25632.82,25849.42,1.08,0
2010-05-28,26055.16,26547.51,26055.16,26183.21,1.29,0
2010-06-01,26392.03,26524.26,26232.56,26232.56,0.19,0
2010-06-02,26444.76,26482.18,26195.74,26195.74,-0.14,0
2010-06-03,26407.6,26407.61,25939.19,25939.19,-0.98,0
2010-06-04,26133.54,26369.15,26078.36,26153.47,0.83,0
2010-06-07,26351.83,26366.82,25789.83,25789.83,-1.39,0
2010-06-08,26000.7,26012.7,25398.35,25398.35,-1.52,0
2010-06-09,25605.71,25606.69,25278.0,25278.0,-0.47,0
2010-06-10,25278.0,25296.57,25110.28,25214.18,-0.25,0
2010-06-11,25242.43,25426.09,25214.18,25422.79,0.83,0
2010-06-14,25422.82,25448.63,25301.71,25444.96,0.09,0
2010-06-15,25444.58,25528.25,25393.27,25526.49,0.32,0
2010-06-16,25521.17,25733.5,25508.26,25719.32,0.76,0
2010-06-17,25719.32,25934.97,25715.52,25913.44,0.75,0
2010-06-18,25890.39,25972.51,25765.91,25861.93,-0.2,0
2010-06-21,25853.84,25912.83,25726.86,25782.61,-0.31,0
2010-06-22,25781.97,25879.07,25686.2,25755.46,-0.11,0
2010-06-23,25755.74,25755.74,25535.95,25554.35,-0.78,0
2010-06-24,25561.01,25561.93,25334.23,25343.02,-0.83,0
2010-06-25,25318.33,25358.06,25035.46,25154.26,-0.74,0
2010-06-28,25165.67,25353.73,25024.81,25284.18,0.52,0
2010-06-29,25284.51,25460.69,25271.39,25412.39,0.51,0
2010-06-30,25413.13,25449.18,25283.79,25384.14,-0.11,0
2010-07-01,25383.83,25383.83,25134.07,25134.63,-0.98,0
2010-07-02,25134.07,25226.29,25115.45,25223.7,0.35,0
2010-07-05,25223.99,25238.88,25062.96,25149.59,-0.29,0
2010-07-06,25148.85,25211.27,25093.31,25170.31,0.08,0
2010-07-07,25168.84,25170.97,25016.59,25074.85,-0.38,0
2010-07-08,25073.21,25143.7,24776.04,24776.04,-1.19,0
2010-07-09,24776.53,24777.12,24499.81,24609.3,-0.67,0
2010-07-12,24603.64,24702.89,24586.15,24632.78,0.1,0
2010-07-13,24626.14,24842.01,24615.57,24842.01,0.85,0
2010-07-14,24776.25,24843.38,24723.03,24761.79,-0.32,0
2010-07-15,24811.59,24812.53,24742.61,24744.95,-0.07,0
2010-07-16,24789.31,24912.13,24778.89,24846.64,0.41,0
2010-07-19,24877.89,24884.18,24766.14,24766.14,-0.32,0
2010-07-20,24801.91,25011.54,24754.34,24784.85,0.08,0
2010-07-21,24818.32,25013.04,24816.83,24963.99,0.72,0
2010-07-22,25053.31,25125.03,25000.56,25056.07,0.37,0
2010-07-23,25099.94,25398.56,25093.99,25269.36,0.85,0
2010-07-26,25316.63,25581.28,25312.17,25527.44,1.02,0
2010-07-27,25680.91,25928.32,25570.17,25863.81,1.32,0
2010-07-28,25902.57,25941.73,25822.15,25889.98,0.1,0
2010-07-29,25935.66,25981.59,25813.27,25905.36,0.06,0
2010-07-30,25947.26,25947.57,25800.49,25844.18,-0.24,0
2010-08-02,25877.47,25889.38,25589.63,25634.39,-0.81,0
2010-08-03,25675.2,25675.2,25416.01,25418.84,-0.84,0
2010-08-04,25457.84,25758.33,25416.36,25691.3,1.07,0
2010-08-05,25715.39,25715.39,25715.39,25715.39,0.09,0
2010-08-06,25787.11,25847.9,25685.43,25738.79,0.09,0
2010-08-09,25786.17,25929.85,25606.09,25606.09,-0.52,0
2010-08-10,25674.48,25674.48,25350.98,25350.98,-1.0,0
2010-08-11,25387.05,25420.81,25032.09,25032.09,-1.26,0
2010-08-12,25065.41,25074.95,24988.03,24988.03,-0.18,0
2010-08-13,25015.6,25025.19,24952.6,24984.8,-0.01,0
2010-08-16,25004.72,25203.93,24923.39,25156.46,0.69,0
2010-08-17,25191.59,25306.14,25129.35,25228.22,0.29,0
2010-08-18,25228.22,25232.86,25114.0,25170.03,-0.23,0
2010-08-19,25224.87,25245.14,25121.49,25197.92,0.11,0
2010-08-20,25197.8,25200.83,25066.06,25106.86,-0.36,0
2010-08-23,25101.76,25102.74,24959.95,24976.65,-0.52,0
2010-08-24,24982.78,24985.92,24503.61,24503.61,-1.89,0
2010-08-25,24507.36,24508.96,24060.57,24111.51,-1.6,0
2010-08-26,24119.05,24311.86,24012.06,24175.53,0.27,0
2010-08-27,24186.16,24289.21,24075.07,24274.52,0.41,0
2010-08-30,24283.49,24331.43,24219.62,24221.13,-0.22,0
2010-08-31,24229.32,24306.1,24209.32,24268.24,0.19,0
2010-09-01,24282.61,24324.13,24236.51,24247.05,-0.09,0
