Date,open,high,low,close,volume,log_return,simple_return,volatility_30d,volatility_90d,momentum_5d,momentum_20d,risk_free_rate
2012-03-09,215.10000610351562,230.0,215.10000610351562,230.0,1570670,0.04649929801541066,0.04759734367108459,,,,,0.1795000076293945
2012-03-12,226.0,241.5,226.0,241.5,462899,0.04879016416943205,0.050000000000000044,,,,,
2012-03-13,229.42999267578125,229.55999755859375,229.42999267578125,229.55999755859375,538965,-0.05070505048762092,-0.04944100389816253,,,,,0.1564000034332275
2012-03-14,220.02000427246094,225.0,220.02000427246094,225.0,733406,-0.02006402040058628,-0.019864077396279933,,,,,0.1480000019073486
2012-03-15,228.0500030517578,228.0500030517578,228.00999450683594,228.02000427246094,871584,0.013332960938373547,0.013422241210937491,,,0.038578916433475774,,0.15310000419616698
2012-03-16,239.0,239.0,239.0,239.0,236120,0.047030188788717016,0.048153651091151994,,,0.03913043478260869,,0.1542000007629395
2012-03-19,227.1999969482422,233.05999755859375,227.1999969482422,233.05999755859375,700226,-0.025167631261834356,-0.024853566700444585,,,-0.03494825027497417,,
2012-03-20,233.05999755859375,233.05999755859375,230.19000244140625,230.19000244140625,399801,-0.012390855205944597,-0.012314404647953192,,,0.0027444018536011416,,0.1503999996185303
2012-03-21,231.0,231.0,231.0,231.0,463657,0.0035126450580617637,0.0035188216256261118,,,0.026666666666666616,,0.1557999992370605
2012-03-22,220.0,239.0,220.0,238.0,1336479,0.02985296314968113,0.030303030303030276,,,0.0437680709610635,,0.1513000011444092
2012-03-26,229.02999877929688,229.02999877929688,229.02999877929688,229.02999877929688,145085,-0.038417679660628604,-0.03768908075925681,,,-0.041715486279092606,,
2012-03-27,230.0,230.0,230.0,230.0,220639,0.004226314912349274,0.004235258376077855,,,-0.013129655842480825,,0.1426000022888184
2012-03-29,229.07000732421875,229.07000732421875,228.4199981689453,228.4199981689453,1096573,-0.0068932773169094325,-0.006869573178498678,,,-0.007689318622390973,,0.1547000026702881
2012-03-30,230.1999969482422,239.83999633789062,230.1999969482422,239.83999633789062,276831,0.04878598747903319,0.049995614484239725,,,0.03826838241511088,,0.1547999954223633
2012-04-04,230.0,230.0,230.0,230.0,305005,-0.04189271016212373,-0.04102733692518856,,,-0.03361344537815125,,0.1565999984741211
2012-04-05,230.13999938964844,230.13999938964844,230.13999938964844,230.13999938964844,453475,0.0006085078200289816,0.0006086929984714384,,,0.004846529346669515,,0.1644000053405762
2012-04-12,230.0,230.0,230.0,230.0,747896,-0.0006085078200289824,-0.0006083227166929772,,,0.0,,0.20020000457763668
2012-04-13,225.08999633789062,225.08999633789062,225.08999633789062,225.08999633789062,260462,-0.021579002966982265,-0.02134784200917117,,,-0.01457841632846757,,0.1720000076293945
2012-04-19,230.00999450683594,232.0,230.00999450683594,232.0,414915,0.030237065710096846,0.0306988483474695,,,-0.03268844420279893,,0.1863999938964844
2012-04-20,235.25,235.25,235.25,235.25,307389,0.013911406799179135,0.014008620689655249,,,0.022826086956521774,0.07150989173314204,0.1836000061035156
2012-04-24,236.57000732421875,237.5500030517578,236.57000732421875,237.5500030517578,475410,0.009729362014243246,0.009776846128619843,,,0.03219780864587363,0.03282610022503407,0.18969999313354488
2012-04-25,237.00999450683594,237.00999450683594,237.00999450683594,237.00999450683594,668739,-0.002275829318849566,-0.0022732415827594332,,,0.0304782369862433,-0.01859215525119695,0.1810000038146973
2012-04-27,237.02999877929688,237.02999877929688,237.02999877929688,237.02999877929688,320582,8.439909187467507e-05,8.440265357823051e-05,,,0.05304546019665257,0.03254051794802115,0.1623999977111816
2012-05-02,240.0,240.05999755859375,240.0,240.0,2390772,0.012452213089233938,0.012530064700664978,,,0.034482758620689724,0.06666666666666665,0.1660000038146973
2012-05-03,240.0,242.0,240.0,242.0,1830352,0.008298802814695064,0.008333333333333304,,,0.02869287991498415,0.06131039148141748,0.168799991607666
2012-05-04,242.0,242.0,240.0,240.0,937372,-0.008298802814695066,-0.008264462809917328,,,0.010313605206346388,0.004184100418409997,0.1755999946594238
2012-05-07,240.0,240.0,240.0,240.0,277624,0.0,0.0,,,0.012615524924953325,0.029777750425237448,
2012-05-14,235.0,235.0,235.0,235.0,582976,-0.02105340919783238,-0.02083333333333337,,,-0.008564311647265566,0.02089577091784478,
2012-05-21,223.25,223.25,223.25,223.25,396882,-0.05129329438755058,-0.050000000000000044,,,-0.0697916666666667,-0.03354978354978355,
2012-05-23,224.25,224.25,224.25,224.25,339708,0.004469281182297043,0.004479283314669624,0.4403892506480965,,-0.07334710743801653,-0.057773109243697496,0.2247999954223633
2012-05-24,223.97999572753906,223.99000549316406,223.97999572753906,223.99000549316406,755698,-0.0011600684133820924,-0.00115939579414015,0.4184407140874414,,-0.06670831044514969,-0.022005821564840322,0.2232999992370605
2012-06-07,227.0,227.0,227.0,227.0,360289,0.013348584955879211,0.013438075061468657,0.393761312243038,,-0.054166666666666696,-0.013043478260869601,0.2215999984741211
2012-06-08,227.0,229.0,227.0,229.0,722924,0.008771986072837041,0.008810572687224738,0.36672102990374406,,-0.025531914893617058,0.002539190244742473,0.21719999313354488
2012-06-12,225.11000061035156,227.0800018310547,225.11000061035156,227.0800018310547,219472,-0.008419617188235775,-0.008384271480110561,0.3627387126502789,,0.01715566329699758,-0.0532021126653931,0.2355999946594238
2012-06-19,223.0,227.0800018310547,223.0,227.0800018310547,363091,0.0,0.0,0.36063030431998566,,0.012619852089430061,-0.012695644212805668,0.18319999694824218
2012-06-21,220.0,220.0,220.0,220.0,195679,-0.031674840013642395,-0.031178447128612174,0.34288449803735727,,-0.017813319323686683,-0.044060134772488935,0.1723999977111816
2012-06-22,220.0,220.0,220.0,220.0,560980,0.0,0.0,0.3362884701765488,,-0.03083700440528636,-0.04347826086956519,0.20079999923706052
2012-06-25,220.0,220.0,220.0,220.0,106659,0.0,0.0,0.33485110775653926,,-0.0393013100436681,-0.02261316104981337,
2012-06-26,220.0,220.0,220.0,220.0,99342,0.0,0.0,0.33454795743095794,,-0.031178447128612174,-0.051724137931034475,0.20379999160766601
2012-06-27,220.02000427246094,228.0,220.02000427246094,228.0,692276,0.035718082602079246,0.036363636363636376,0.3397352387163346,,0.004051427521256423,-0.03081827842720508,0.1971999931335449
2012-07-03,227.0800018310547,227.0800018310547,226.99000549316406,227.0,1160208,-0.004395611473038109,-0.004385964912280715,0.3213618789338046,,0.031818181818181746,-0.044411715075664104,0.1673999977111816
2012-07-04,225.0,225.0,225.0,225.0,130614,-0.0088496152769825,-0.008810572687224627,0.32199660831889276,,0.022727272727272707,-0.05067294538285616,0.1665999984741211
2012-07-11,227.0,227.0,227.0,227.0,1369756,0.0088496152769826,0.008888888888888946,0.32261138190281924,,0.031818181818181746,-0.04231531380395437,0.18719999313354488
2012-07-12,228.0,228.0,228.0,228.0,280263,0.004395611473038129,0.004405286343612369,0.28780698195198623,,0.036363636363636376,-0.050000000000000044,0.1795000076293945
2012-07-20,239.39999389648438,239.39999389648438,239.39999389648438,239.39999389648438,255417,0.048790138674378876,0.04999997323019456,0.29756627643175293,,0.04999997323019456,-0.010743826874031526,0.1544999980926514
2012-07-23,239.0,239.0,239.0,239.0,456976,-0.0016722156973090364,-0.0016708183236517904,0.2976880715505123,,0.052863436123347984,-0.004166666666666652,
2012-07-24,239.02000427246094,239.02000427246094,239.02000427246094,239.02000427246094,306759,8.3696382133837e-05,8.36998847737469e-05,0.29765709179756694,,0.06231113009982647,-0.004083315531412723,0.18620000839233397
2012-07-25,239.02999877929688,240.0,239.02999877929688,240.0,412321,0.004091675028346785,0.0041000573593077405,0.2897169510105069,,0.05726872246696035,0.02127659574468077,0.2046999931335449
2012-07-26,240.0,240.0,240.0,240.0,487534,0.0,0.0,0.27721796469216925,,0.05263157894736836,0.0750279955207167,0.1934000015258789
2012-07-27,240.0,240.0,240.0,240.0,366621,0.0,0.0,0.2745637852195725,,0.002506291223111079,0.07023411371237454,0.1753000068664551
2012-07-30,241.0,241.0,241.0,241.0,287760,0.004158010148663677,0.004166666666666652,0.27343823651822896,,0.008368200836819994,0.07594086383177956,
2012-07-31,242.0,242.0,242.0,242.0,326714,0.004140792666031387,0.004149377593360981,0.27350856020577985,,0.012467557837301912,0.06607929515418509,0.18030000686645511
2012-08-03,242.1999969482422,242.1999969482422,242.1999969482422,242.1999969482422,132768,0.0008260923621492502,0.000826433670422233,0.2735026306453737,,0.00916665395100913,0.057641908070926506,0.17569999694824218
2012-08-22,245.00999450683594,245.00999450683594,245.00999450683594,245.00999450683594,837809,0.011535185099295405,0.01160197189925749,0.27317349934311436,,0.020874977111816406,0.07895892430510454,0.15020000457763671
2012-08-23,245.25,245.25,245.25,245.25,1269280,0.0009790948273413994,0.0009795742971512311,0.2722236592882888,,0.02187500000000009,0.08001584473503587,0.1510999965667725
2012-08-24,245.52000427246094,249.0,245.5,249.0,725276,0.015174798019235132,0.015290519877675823,0.27416647686939655,,0.03319502074688807,0.13181818181818183,0.1596000003814697
2012-08-27,249.0,249.0,249.0,249.0,171971,0.0,0.0,0.27416647686939655,,0.02892561983471076,0.13181818181818183,
2012-08-30,252.0,252.0,252.0,252.0,162284,0.01197619104671562,0.012048192771084265,0.26747249985631144,,0.04046244085565398,0.1454545454545455,0.1705999946594238
2012-08-31,252.0,252.50999450683594,252.0,252.5,485318,0.0019821612039912025,0.001984126984126977,0.21385853823294398,,0.030570203914498162,0.1477272727272727,0.17829999923706052
2012-09-04,250.02999877929688,255.0,250.02999877929688,255.0,621858,0.00985229644301164,0.00990099009900991,0.21450654105482508,,0.039755351681957096,0.11842105263157898,
2012-09-06,252.0,252.0,252.0,252.0,233045,-0.011834457647002796,-0.0117647058823529,0.21904340015396984,,0.012048192771084265,0.11013215859030834,0.17739999771118162
2012-09-10,252.1999969482422,252.1999969482422,252.1999969482422,252.1999969482422,196248,0.0007933239188494151,0.0007936386835007969,0.21736711674730497,,0.012851393366434483,0.12088887532552084,
2012-09-11,252.89999389648438,252.89999389648438,252.89999389648438,252.89999389648438,105928,0.0027717181115397053,0.0027755628735628424,0.21679961221392854,,0.003571404351128571,0.1140968894118255,0.16280000686645513
2012-09-12,260.0,260.0,260.0,260.0,445925,0.027687501473715494,0.02807436249453521,0.22492977696782482,,0.02970297029702973,0.14035087719298245,0.1640999984741211
2012-09-18,260.010009765625,260.010009765625,260.010009765625,260.010009765625,269649,3.849835748652365e-05,3.8499098557798206e-05,0.22492309290392823,,0.019647097120097934,0.08609029404592339,0.1459000015258789
2012-09-19,260.0,260.0,260.0,260.0,494548,-3.849835748640695e-05,-3.849761643415217e-05,0.19773815727916158,,0.031746031746031855,0.08786610878661083,0.1418000030517578
2012-09-25,259.0,260.0,259.0,260.0,559684,0.0,0.0,0.19773815727916158,,0.030927847526336594,0.0877750621392499,0.1414999961853027
2012-10-02,264.0,264.0,264.0,264.0,371925,0.01526747213078838,0.01538461538461533,0.1989493791192911,,0.04389089114829714,0.10000000000000009,0.1631999969482422
2012-10-03,277.20001220703125,277.20001220703125,277.20001220703125,277.20001220703125,285371,0.048790208206340224,0.05000004623875465,0.2332888027529012,,0.06615389310396624,0.15500005086263013,0.1571000003814697
