Date,open,high,low,close,volume
2012-01-30,2.95000004768372,2.95000004768372,2.95000004768372,2.95000004768372,121600
2012-01-31,2.95000004768372,2.95000004768372,2.95000004768372,2.95000004768372,150000
2012-02-07,2.80999994277954,2.80999994277954,2.80999994277954,2.80999994277954,207785
2012-03-07,2.95000004768372,2.95000004768372,2.95000004768372,2.95000004768372,258288
2012-03-13,2.95000004768372,2.95000004768372,2.95000004768372,2.95000004768372,109550
2012-03-15,3.08999991416931,3.08999991416931,3.08999991416931,3.08999991416931,119500
2012-04-18,2.94000005722046,2.94000005722046,2.94000005722046,2.94000005722046,78065
2012-04-23,2.79999995231628,2.79999995231628,2.79999995231628,2.79999995231628,66537
2012-05-28,2.66000008583069,2.66000008583069,2.66000008583069,2.66000008583069,123600
2012-05-30,2.52999997138977,2.52999997138977,2.52999997138977,2.52999997138977,400000
2012-06-07,2.41000008583069,2.41000008583069,2.41000008583069,2.41000008583069,200000
2012-06-08,2.28999996185303,2.28999996185303,2.28999996185303,2.28999996185303,673584
2012-06-12,2.28999996185303,2.40000009536743,2.28999996185303,2.40000009536743,500391
2012-06-19,2.40000009536743,2.40000009536743,2.40000009536743,2.40000009536743,236002
2012-06-26,2.27999997138977,2.27999997138977,2.27999997138977,2.27999997138977,104471
2012-06-28,2.29999995231628,2.29999995231628,2.29999995231628,2.29999995231628,59700
2012-07-03,2.41000008583069,2.41000008583069,2.41000008583069,2.41000008583069,63626
2012-07-06,2.41000008583069,2.41000008583069,2.41000008583069,2.41000008583069,112142
2012-07-11,2.29999995231628,2.29999995231628,2.29999995231628,2.29999995231628,299430
2012-07-16,2.29999995231628,2.29999995231628,2.29999995231628,2.29999995231628,159462
2012-07-18,2.19000005722046,2.19000005722046,2.19000005722046,2.19000005722046,250760
2012-07-19,2.08999991416931,2.08999991416931,2.08999991416931,2.08999991416931,239446
2012-07-20,1.99000000953674,1.99000000953674,1.99000000953674,1.99000000953674,272350
2012-07-26,1.99000000953674,1.99000000953674,1.99000000953674,1.99000000953674,294898
2012-08-01,1.89999997615814,1.89999997615814,1.89999997615814,1.89999997615814,200100
2012-08-07,1.75,1.80999994277954,1.75,1.80999994277954,207200
2012-08-14,1.85000002384186,1.85000002384186,1.85000002384186,1.85000002384186,137810
2012-08-15,1.94000005722046,1.94000005722046,1.94000005722046,1.94000005722046,69744
2012-08-23,2.02999997138977,2.02999997138977,2.02999997138977,2.02999997138977,68984
2012-09-04,2.02999997138977,2.02999997138977,2.02999997138977,2.02999997138977,105555
2012-09-05,1.92999994754791,1.92999994754791,1.92999994754791,1.92999994754791,212479
2012-09-06,2.01999998092651,2.01999998092651,2.01999998092651,2.01999998092651,99486
2012-09-07,2.11999988555908,2.11999988555908,2.11999988555908,2.11999988555908,103908
2012-09-13,2.22000002861023,2.22000002861023,2.22000002861023,2.22000002861023,50000
2012-09-14,2.10999989509583,2.10999989509583,2.10999989509583,2.10999989509583,101959
2012-09-20,2.00999999046326,2.10999989509583,2.00999999046326,2.00999999046326,161119
2012-09-24,2.10999989509583,2.10999989509583,2.10999989509583,2.10999989509583,250000
2012-09-27,2.00999999046326,2.00999999046326,2.00999999046326,2.00999999046326,357203
2012-10-02,1.9099999666214,2.00999999046326,1.9099999666214,2.00999999046326,415084
2012-10-03,2.00999999046326,2.00999999046326,2.00999999046326,2.00999999046326,75146
2012-10-04,2.10999989509583,2.10999989509583,2.10999989509583,2.10999989509583,61623
2012-10-05,2.10999989509583,2.10999989509583,2.10999989509583,2.10999989509583,119125
2012-10-12,2.00999999046326,2.00999999046326,2.00999999046326,2.00999999046326,9308892
2012-10-29,1.9099999666214,1.9099999666214,1.9099999666214,1.9099999666214,95644
2012-11-02,2.0,2.0,2.0,2.0,212711
2012-11-07,2.0,2.0,2.0,2.0,95585
