"Date","Price","Open","High","Low","Vol.","Change %"
"18/03/2026","4.33","4.40","4.33","4.33","493.93K","-1.59%"
"17/03/2026","4.40","4.40","4.40","4.40","441.77K","0.00%"
"16/03/2026","4.40","4.40","4.40","4.40","325.57K","0.00%"
"13/03/2026","4.40","4.40","4.40","4.40","156.60K","0.00%"
"12/03/2026","4.40","4.40","4.40","4.40","263.32K","0.00%"
"11/03/2026","4.40","4.75","4.40","4.40","1.46M","-7.37%"
"10/03/2026","4.75","4.32","4.75","4.70","2.72M","9.95%"
"09/03/2026","4.32","4.79","4.32","4.32","730.18K","-9.81%"
"06/03/2026","4.79","4.84","4.79","4.50","818.78K","-1.03%"
"05/03/2026","4.84","4.84","4.84","4.84","233.74K","0.00%"
"04/03/2026","4.84","4.84","4.84","4.84","662.79K","0.00%"
"03/03/2026","4.84","4.40","4.84","4.64","2.75M","10.00%"
"02/03/2026","4.40","4.43","4.40","4.30","1.48M","-0.68%"
"27/02/2026","4.43","4.43","4.43","4.43","304.06K","0.00%"
"26/02/2026","4.43","4.40","4.43","4.43","793.28K","0.68%"
"25/02/2026","4.40","4.40","4.40","4.40","600.52K","0.00%"
"24/02/2026","4.40","4.40","4.40","4.40","230.89K","0.00%"
"23/02/2026","4.40","4.40","4.40","4.40","342.24K","0.00%"
"20/02/2026","4.40","4.30","4.71","4.40","2.10M","2.33%"
"19/02/2026","4.30","4.30","4.30","4.30","378.62K","0.00%"
"18/02/2026","4.30","4.69","4.41","4.23","1.98M","-8.32%"
"17/02/2026","4.69","4.41","4.69","4.41","2.22M","6.35%"
"16/02/2026","4.41","4.41","4.46","4.41","3.38M","0.00%"
"13/02/2026","4.41","4.50","4.60","4.41","3.53M","-2.00%"
"12/02/2026","4.50","4.70","4.50","4.50","1.19M","-4.26%"
"11/02/2026","4.70","4.77","4.77","4.70","1.19M","-1.47%"
"10/02/2026","4.77","4.55","4.78","4.77","1.50M","4.84%"
"09/02/2026","4.55","4.52","4.78","4.55","1.39M","0.66%"
"06/02/2026","4.52","4.40","4.65","4.52","1.43M","2.73%"
"05/02/2026","4.40","4.30","4.43","4.40","1.19M","2.33%"
"04/02/2026","4.30","4.62","4.63","4.16","7.38M","-6.93%"
"03/02/2026","4.62","5.13","4.65","4.62","2.51M","-9.94%"
"02/02/2026","5.13","5.13","5.13","5.13","593.53K","0.00%"
"30/01/2026","5.13","4.67","5.13","4.67","4.73M","9.85%"
"29/01/2026","4.67","4.99","5.00","4.67","1.69M","-6.41%"
"28/01/2026","4.99","4.65","5.07","4.99","2.23M","7.31%"
"27/01/2026","4.65","4.64","4.94","4.61","1.42M","0.22%"
"26/01/2026","4.64","5.00","4.80","4.64","1.17M","-7.20%"
"23/01/2026","5.00","5.00","5.00","5.00","314.34K","0.00%"
"22/01/2026","5.00","4.65","5.10","4.80","4.51M","7.53%"
"21/01/2026","4.65","4.61","4.80","4.65","4.84M","0.87%"
"20/01/2026","4.61","4.64","4.77","4.61","1.82M","-0.65%"
"19/01/2026","4.64","4.64","4.64","4.64","890.67K","-2.73%"
"16/01/2026","4.77","4.90","5.00","4.77","1.03M","-2.65%"
"15/01/2026","4.90","4.90","5.30","4.90","2.12M","0.00%"
"14/01/2026","4.90","5.00","5.00","4.77","5.62M","-2.00%"
"13/01/2026","5.00","5.00","5.00","5.00","302.60K","0.00%"
"12/01/2026","5.00","5.05","5.05","4.70","3.34M","-0.99%"
"09/01/2026","5.05","5.05","5.05","5.05","539.96K","0.00%"
"08/01/2026","5.05","5.50","5.30","5.05","2.24M","-8.18%"
"07/01/2026","5.50","5.40","5.50","5.40","1.05M","1.85%"
"06/01/2026","5.40","5.40","5.40","5.32","1.64M","2.86%"
"05/01/2026","5.25","5.50","5.45","5.25","1.66M","-4.55%"
"02/01/2026","5.50","5.50","5.50","5.50","419.47K","0.00%"
"31/12/2025","5.50","5.50","5.50","5.50","365.23K","0.00%"
"30/12/2025","5.50","5.50","5.50","5.50","935.17K","7.00%"
"29/12/2025","5.14","5.16","5.14","5.14","534.79K","-0.39%"
"24/12/2025","5.16","5.16","5.16","5.16","398.69K","0.00%"
"23/12/2025","5.16","5.17","5.50","5.16","1.42M","-0.19%"
"22/12/2025","5.17","4.73","5.17","5.17","936.10K","9.30%"
"19/12/2025","4.73","4.35","4.73","4.11","3.04M","8.74%"
"18/12/2025","4.35","4.35","4.35","4.35","648.38K","0.00%"
"17/12/2025","4.35","4.33","4.35","4.04","2.52M","0.23%"
"16/12/2025","4.34","4.02","4.34","4.34","880.44K","7.96%"
"15/12/2025","4.02","4.01","4.02","4.02","1.85M","0.25%"
"12/12/2025","4.01","4.01","4.01","4.01","169.65K","0.00%"
"11/12/2025","4.01","4.00","4.02","4.01","2.05M","0.25%"
"10/12/2025","4.00","4.30","4.10","4.00","4.97M","-6.98%"
"09/12/2025","4.30","4.34","4.35","4.30","2.68M","-0.92%"
"08/12/2025","4.34","4.34","4.34","4.34","198.66K","0.00%"
"05/12/2025","4.34","4.35","4.34","3.95","5.87M","-0.23%"
"04/12/2025","4.35","4.21","4.35","4.25","1.93M","3.33%"
"03/12/2025","4.21","4.20","4.21","4.21","764.76K","0.24%"
